Position,Value
-200,92.7582
-199,178.1129
-198,184.7583
-197,187.5438
-196,198.6713
-195,195.8015
-194,194.4432
-193,190.7544
-192,176.4644
-191,199.0202
-190,201.8585
-189,183.4832
-188,185.2682
-187,186.9784
-186,182.5986
-185,205.1782
-184,168.4527
-183,201.7671
-182,195.8121
-181,192.1317
-180,191.1335
-179,195.7112
-178,202.9608
-177,211.0461
-176,185.1985
-175,202.644
-174,218.9679
-173,210.323
-172,197.0115
-171,181.4642
-170,202.2473
-169,190.7657
-168,196.572
-167,205.244
-166,204.6251
-165,198.4224
-164,215.9696
-163,206.14
-162,176.4968
-161,186.9179
-160,195.8192
-159,204.9587
-158,183.0762
-157,207.345
-156,192.834
-155,190.5972
-154,199.0276
-153,201.2362
-152,205.1569
-151,199.6233
-150,214.2011
-149,209.6167
-148,197.3006
-147,205.3139
-146,200.8144
-145,166.7197
-144,174.4594
-143,201.7782
-142,216.0369
-141,198.355
-140,208.8952
-139,194.6415
-138,192.9247
-137,203.2904
-136,196.6449
-135,198.6351
-134,205.3753
-133,191.7683
-132,201.3511
-131,207.6744
-130,202.7931
-129,250.2572
-128,217.8391
-127,239.6233
-126,243.3392
-125,255.9253
-124,245.2052
-123,234.152
-122,223.6553
-121,232.9995
-120,205.0667
-119,180.0225
-118,195.8194
-117,179.5203
-116,202.7516
-115,199.5863
-114,198.0728
-113,194.3165
-112,189.291
-111,190.6736
-110,203.2108
-109,203.7888
-108,216.356
-107,178.2349
-106,221.1666
-105,213.5911
-104,205.4111
-103,205.158
-102,204.8068
-101,206.6234
-100,201.2402
-99,193.7755
-98,198.9909
-97,209.3574
-96,211.9668
-95,225.0271
-94,208.5737
-93,211.0952
-92,216.8178
-91,214.3665
-90,225.8433
-89,211.7992
-88,212.1023
-87,211.5169
-86,207.8408
-85,205.2032
-84,197.2341
-83,203.3987
-82,193.4217
-81,209.3819
-80,202.6074
-79,210.6281
-78,210.0273
-77,203.8615
-76,200.2415
-75,193.2085
-74,214.9144
-73,205.1662
-72,212.4253
-71,222.9663
-70,212.45
-69,220.3901
-68,210.158
-67,207.8367
-66,200.1798
-65,196.5679
-64,233.7259
-63,223.6014
-62,232.5518
-61,228.5715
-60,241.7617
-59,233.9717
-58,220.4892
-57,232.1764
-56,220.6817
-55,201.6309
-54,206.4935
-53,186.0688
-52,212.0946
-51,208.8295
-50,213.9847
-49,191.2932
-48,204.5036
-47,220.1249
-46,202.6765
-45,201.5196
-44,212.3808
-43,217.3619
-42,221.3334
-41,224.8612
-40,242.156
-39,212.4629
-38,235.1275
-37,229.5202
-36,238.3568
-35,270.6788
-34,257.1521
-33,254.0808
-32,299.2165
-31,292.7572
-30,321.1847
-29,286.7528
-28,269.2819
-27,201.7066
-26,136.2065
-25,171.9105
-24,196.4074
-23,222.2583
-22,258.875
-21,234.1636
-20,240.5365
-19,261.655
-18,261.4055
-17,265.272
-16,257.9041
-15,243.2508
-14,272.6858
-13,291.1009
-12,306.3906
-11,362.7678
-10,353.2734
-9,396.6016
-8,449.3961
-7,503.6395
-6,641.6565
-5,896.4058
-4,1229.0182
-3,1880.3343
-2,3033.6077
-1,4534.7339
0,49426.7206
1,4534.7339
2,3033.6077
3,1880.3343
4,1229.0182
5,896.4058
6,641.6565
7,503.6395
8,449.3961
9,396.6016
10,353.2734
11,362.7678
12,306.3906
13,291.1009
14,272.6858
15,243.2508
16,257.9041
17,265.272
18,261.4055
19,261.655
20,240.5365
21,234.1636
22,258.875
23,222.2583
24,196.4074
25,171.9105
26,136.2065
27,201.7066
28,269.2819
29,286.7528
30,321.1847
31,292.7572
32,299.2165
33,254.0808
34,257.1521
35,270.6788
36,238.3568
37,229.5202
38,235.1275
39,212.4629
40,242.156
41,224.8612
42,221.3334
43,217.3619
44,212.3808
45,201.5196
46,202.6765
47,220.1249
48,204.5036
49,191.2932
50,213.9847
51,208.8295
52,212.0946
53,186.0688
54,206.4935
55,201.6309
56,220.6817
57,232.1764
58,220.4892
59,233.9717
60,241.7617
61,228.5715
62,232.5518
63,223.6014
64,233.7259
65,196.5679
66,200.1798
67,207.8367
68,210.158
69,220.3901
70,212.45
71,222.9663
72,212.4253
73,205.1662
74,214.9144
75,193.2085
76,200.2415
77,203.8615
78,210.0273
79,210.6281
80,202.6074
81,209.3819
82,193.4217
83,203.3987
84,197.2341
85,205.2032
86,207.8408
87,211.5169
88,212.1023
89,211.7992
90,225.8433
91,214.3665
92,216.8178
93,211.0952
94,208.5737
95,225.0271
96,211.9668
97,209.3574
98,198.9909
99,193.7755
100,201.2402
101,206.6234
102,204.8068
103,205.158
104,205.4111
105,213.5911
106,221.1666
107,178.2349
108,216.356
109,203.7888
110,203.2108
111,190.6736
112,189.291
113,194.3165
114,198.0728
115,199.5863
116,202.7516
117,179.5203
118,195.8194
119,180.0225
120,205.0667
121,232.9995
122,223.6553
123,234.152
124,245.2052
125,255.9253
126,243.3392
127,239.6233
128,217.8391
129,250.2572
130,202.7931
131,207.6744
132,201.3511
133,191.7683
134,205.3753
135,198.6351
136,196.6449
137,203.2904
138,192.9247
139,194.6415
140,208.8952
141,198.355
142,216.0369
143,201.7782
144,174.4594
145,166.7197
146,200.8144
147,205.3139
148,197.3006
149,209.6167
150,214.2011
151,199.6233
152,205.1569
153,201.2362
154,199.0276
155,190.5972
156,192.834
157,207.345
158,183.0762
159,204.9587
160,195.8192
161,186.9179
162,176.4968
163,206.14
164,215.9696
165,198.4224
166,204.6251
167,205.244
168,196.572
169,190.7657
170,202.2473
171,181.4642
172,197.0115
173,210.323
174,218.9679
175,202.644
176,185.1985
177,211.0461
178,202.9608
179,195.7112
180,191.1335
181,192.1317
182,195.8121
183,201.7671
184,168.4527
185,205.1782
186,182.5986
187,186.9784
188,185.2682
189,183.4832
190,201.8585
191,199.0202
192,176.4644
193,190.7544
194,194.4432
195,195.8015
196,198.6713
197,187.5438
198,184.7583
199,178.1129
200,92.7582
